UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
22231	3183
16537	10740
27353	6561
5960	5204
28126	26315
130494	91853
6035	25
7505	1675
45041	12489
63290	3485
44779	2356
15516	3430
44457	126
2	2317
0	0
6	3223
0	0
0	37
0	0
0	3
0	239
0	3
8	0
3	0
0	424
0	39
0	2
74	26
0	2
0	0
0	83
49	591
205	546
39	166
0	0
0	0
243	62
20	3
0	0
0	0
0	5
0	83
0	0
0	1
0	0
0	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1251
0	844
1	346
0	1079
1	1202
0	104
2	114
0	224
0	107
0	55
1	54
0	0
3	8
0	5
0	5
0	5
0	6
0	1
0	1
0	6
0	5
0	6
0	1
0	4
0	4
0	0
0	4
0	0
0	4
0	0
1	0
0	38
0	0
0	39
0	0
0	0
31	280
24	359
0	359
3	44
0	6
0	180
0	4
0	0
0	0
13	90
1	45
71	92
1	28
14	1412
4	1349
0	156
0	0
0	0
0	1331
13	307
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	88
0	0
38	174
0	139
0	86
0	0
0	0
0	0
0	0
0	0
0	0
16	135
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	986
0	1015
3	662
0	845
3	145
2	717
0	944
3	52
7	66
0	71
0	1
1	185
0	13
0	53
0	13
0	33
919	158
0	36
0	36
0	15
0	15
0	36
0	11
0	1
0	1
0	1
0	1
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	1
10	417
0	393
2	281
0	181
0	62
0	97
0	1
0	0
0	0
9	22
0	0
0	0
0	0
0	0
0	0
0	1208
0	1189
0	1251
0	1197
0	1173
0	0
0	43
0	1398
0	1403
0	1168
0	2002
0	1937
0	1982
0	1370
0	1959
0	1931
0	107
0	1493
0	533
0	1313
0	1370
8	604
0	1227
0	1190
0	1250
0	1255
0	1223
1	1218
0	1222
0	1235
0	1210
0	1233
0	1217
0	1200
0	1223
0	1228
7	120
0	111
0	39
6	99
1	9
0	215
0	1212
1	249
0	541
0	535
0	84
0	52
0	172
3	45
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
8	4840
1	4477
0	0
0	0
40	1889
0	176
0	14
0	22
3	374
3	382
0	43
3	256
1	26
1	257
1	239
9	42
0	819
17	82
15	124
6	74
0	4
0	2
0	0
0	87
625	850
10	4
0	103
0	103
1	94
0	12
0	98
0	102
0	1
0	257
1	5
0	113
0	197
0	252
0	312
0	78
0	242
0	289
1	319
0	233
0	228
0	233
0	224
0	230
0	210
2	185
0	22
1	14
0	235
0	14
1	34
5	0
3	208
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	11
0	7
0	0
0	0
0	8
0	221
0	87
0	0
2	82
0	55
1	104
4	187
0	319
0	281
0	10
2	19
1	155
0	100
1	278
0	11
0	54
0	45
1	82
0	82
1	74
0	116
0	847
0	334
0	1092
0	31
0	73
0	82
0	996
0	74
0	160
0	15
0	72
0	99
0	71
0	101
0	88
0	53
0	127
0	104
0	71
0	88
0	97
1	81
0	93
0	127
0	857
0	97
0	94
0	800
0	133
0	803
0	472
0	286
2	19
0	776
0	0
0	62
0	0
0	4
0	0
1	2
0	1345
7	494
0	1130
5	1351
0	1356
6	441
0	577
2	384
0	676
6	6
0	32
0	52
0	41
0	32
0	4
1	32
0	69
2	1507
0	781
0	687
0	25
1	625
0	524
6	746
0	511
1	31
2	365
7	488
0	218
0	76
0	146
0	15
0	15
0	52
4	10
0	68
0	49
0	46
0	68
0	49
0	141
0	79
0	688
0	620
1	37
0	51
0	91
1	205
0	542
0	127
1	364
4	57
0	32
0	375
0	123
0	74
0	68
1	47
0	7
0	0
0	0
0	0
0	0
0	0
5	1531
0	883
0	490
0	554
0	307
0	211
0	306
0	425
1	551
0	738
0	96
0	152
0	239
0	131
0	60
0	122
0	2
0	190
0	33
1	32
0	3
0	3
0	7
4	35
0	3
0	5
2	6
3	21
0	10
1	2
0	0
0	0
0	0
0	323
0	676
